"Timestamp","Gender( ස්ත්‍රී පුරුෂ භාවය)","Which province are you from?( ඔබ කුමන පළාතෙන්ද?)","Z- score(Z අගය)","Stream(විෂය ධාරාව)","Highest Education Level of a parent or guardian(දෙමාපියන්ගේ හෝ භාරකරුවෙකුගේ ඉහළම අධ්‍යාපන මට්ටම?)","Do you have access to a computer or a laptop?(ඔබට පරිගණකයකට ප්‍රවේශය තිබේද?)","How long have you been using  computer or a laptop?  ?(ඔබ කොපමණ කාලයක් තිස්සේ පරිගණකයක් භාවිතා කරනවාද?)","Have you done O/L Information Technology Subject ?(ඔබ සාමාන්‍ය පෙළ සඳහා තොරතුරු තාක්ෂණය විෂය හදාරා තිබේද?)","If yes, What is the grade that you obtained for O/L Information Technology Subject?(එසේ නම් ඔබ ඒ සඳහා ලබාගත් සාමාර්තය කුමක්ද?)","Have you followed any computer course(ESOFT/BCS/Coursera etc.)(ඔබ යම් ආකාරයක පරිගණක පාඨමාලාවක් හදාරා තිබේද?)","Have you done self- studies to improve your basic computer literacy skills?(ඔබ ඔබගේ මූලික පරිගණක කුසලතා වර්ධනය කර ගැනීමට ස්වයං අධ්‍යනයන් සිදු කරනවාද?)","How would you rate your Basic Computer Literacy on following Softwares?(පහත සඳහන් යෙදවුම් මෘදුකාංග සම්බන්ධයෙන් ඔබගේ මූලික දැනුම් මට්ටම කුමක්ද?) [Microsoft Word]","How would you rate your Basic Computer Literacy on following Softwares?(පහත සඳහන් යෙදවුම් මෘදුකාංග සම්බන්ධයෙන් ඔබගේ මූලික දැනුම් මට්ටම කුමක්ද?) [Microsoft Excel]","How would you rate your Basic Computer Literacy on following Softwares?(පහත සඳහන් යෙදවුම් මෘදුකාංග සම්බන්ධයෙන් ඔබගේ මූලික දැනුම් මට්ටම කුමක්ද?) [Microsoft PowerPoint]"," [How would you rate your Basic Computer Literacy?(ඔබගේ මූලික පරිගණක දැනුම් මට්ටම කුමක්ද?)]","Have you followed any kind of programming course?(ඔබ යම් ආකාරයක පරිගණක භාෂාවක් සම්බන්ධයෙන්  පාඨමාලාවක් හදාරා තිබේද?)","Do you do self- studies to improve your programming skills?(ඔබ ඔබගේ පරිගණක භාෂා භාවිතය පිළිබඳව  කුසලතා වර්ධනය කර ගැනීමට ස්වයං අධ්‍යනයන් සිදු කරනවාද?)","What programming language/s you have followed?(ඔබ හදාරා ඇති පරිගණක භාෂාව/භාෂාවන් මොනවාද?)"," [How would you rate your programming knowledge?(ඔබගේ පරිගණක භාෂා දැනුම් මට්ටම කුමක්ද?)]","What is the grade that you obtained for O/L English Subject?(ඔබ සාමාන්‍ය පෙළ ඉංග්‍රීසි විෂය සඳහා ලබාගත් සාමාර්තය කුමක්ද?)","What is the grade that you obtained for A/L General English Subject?(ඔබ උසස් පෙළ සාමාන්‍ය ඉංග්‍රීසි විෂය සඳහා ලබාගත් සාමාර්තය කුමක්ද?)","Have you done English Literature subject for O/L Examination?(ඔබ සාමාන්‍ය පෙළ සඳහා ඉංග්‍රීසි සාහිත්‍යය විෂය හදාරා තිබේද?)","If yes, What is the grade that you obtained for O/L English Literature Subject?(එසේ නම් ඔබ ඒ සඳහා ලබාගත් සාමාර්තය කුමක්ද?)","Have you followed any English course before entering the university?(විශ්ව විද්‍යාලයට ඇතුළත් වීමට පෙර ඔබ යම් ආකාරයක ඉංග්‍රීසි පාඨමාලාවක් හදාරා තිබේද?)"," [How would you rate the English course(EC course) offered by the university?(ඔබ විශ්ව විද්‍යාලයේදී හාදාරන ඉංග්‍රීසි පාඨමාලාව සම්බන්ධයෙන් ඔබගේ අදහස කුමක්ද?)]","How would you rate the following ? (concern about the English language not about the course content)(පහත සඳහන් ඒවා සම්බන්ධයෙන් ඔබගේ අදහස් දක්වන්න.  මෙහි අවධානය යොමු වන්නේ ඉංග්‍රීසි භාෂාව සම්බන්ධයෙනි. විෂය සම්බන්ධයෙන් නොවේ ) [Understanding level of lectures(දේශනවල තේරුම් මට්ටම)]","How would you rate the following ? (concern about the English language not about the course content)(පහත සඳහන් ඒවා සම්බන්ධයෙන් ඔබගේ අදහස් දක්වන්න.  මෙහි අවධානය යොමු වන්නේ ඉංග්‍රීසි භාෂාව සම්බන්ධයෙනි. විෂය සම්බන්ධයෙන් නොවේ ) [Understanding level of lecture notes, references, etc.(දේශකයන් ලබාදෙන සටහන් හා අතිරේක කියවීම් පිළිබඳ තේරුම් මට්ටම)]","How would you rate the following ? (concern about the English language not about the course content)(පහත සඳහන් ඒවා සම්බන්ධයෙන් ඔබගේ අදහස් දක්වන්න.  මෙහි අවධානය යොමු වන්නේ ඉංග්‍රීසි භාෂාව සම්බන්ධයෙනි. විෂය සම්බන්ධයෙන් නොවේ ) [Understanding level of the problems which were in semester examination papers(විභාග වලදී ලැබුණු ප්‍රශ්න පත්‍ර වල තේරුම් මට්ටම ?)]"," [How would you rate your English literacy?(ඔබගේ ඉංග්‍රීසි භාෂා දැනුම් මට්ටම කුමක්ද?)]","Any other comments or suggestions to improve the computer & English literacy of undergraduates:(උපාධි අපේක්ෂකයින්ගේ පරිගණක සහ ඉංග්‍රීසි දැනුම් මට්ටම වැඩි දියුණු කිරීම සඳහා වෙනත් අදහස් හෝ යෝජනා තිබේද?)"
"2022/12/10 2:37:32 PM GMT+5:30","Female","Southern Province","1.5023","Bio","A/Levels","Yes","1-3 years","No","","No","Yes","Good","Very Weak","Weak","Very weak","No","No","None","Very weak","A","C","No","","Yes","Good","Very good","Satisfactory","Satisfactory","Average",""
"2022/12/10 2:41:12 PM GMT+5:30","Male","Western Province","1.6233","P4","A/Levels","Yes","more than 3 years","No","","Yes","No","Good","Weak","Average","Weak","Yes","No","Python","Weak","B","C","Yes","S","Yes","Very good","Very good","Very good","Satisfactory","Good",""
"2022/12/10 2:45:34 PM GMT+5:30","Female","Western Province","1.4985","P6","Degree","Yes","more than 3 years","Yes","B","No","Yes","Good","Good","Good","Good","No","No","None","Very weak","A","B","No","","Yes","Average","Very good","Satisfactory","Fair","Average","Conduct some workshops to improve our programming knowledge "
"2022/12/10 2:48:55 PM GMT+5:30","Female","Western Province","1.7896","MB","Higher","Yes","more than 3 years","No","","Yes","No","Good","Very Weak","Weak","Average","No","No","None","Very weak","A","A","Yes","B","No","Very good","Very good","Very good","Very good","Good",""
"2022/12/10 2:52:18 PM GMT+5:30","Male","Western Province","1.4732","P2","A/Levels","Yes","Less than one year","No","","No","Yes","Good","Very Weak","Average","Weak","No","No","None","Weak","C","S","No","","Yes","Good","Satisfactory","Fair","Fair","Weak",""
"2022/12/10 2:56:48 PM GMT+5:30","Male","North-Western Province","1.4755","Bio","A/Levels","Yes","Less than one year","No","","Yes","No","Good","Weak","Weak","Weak","No","Yes","Python","Average","B","C","No","","No","Very good","Satisfactory","Satisfactory","Fair","Average",""
"2022/12/10 3:00:00 PM GMT+5:30","Female","Western Province","1.5211","P1","Diploma","Yes","more than 3 years","Yes","C","Yes","No","Very good","Average","Good","Good","No","No","None","Very weak","C","S","No","","Yes","Good","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/10 3:03:07 PM GMT+5:30","Male","Western Province","1.4921","P5","A/Levels","Yes","1-3 years","No","","Yes","Yes","Very good","Very Weak","Average","Average","No","Yes","JavaScript","Weak","B","B","No","","No","Good","Very good","Very good","Satisfactory","Average",""
"2022/12/10 3:09:20 PM GMT+5:30","Male","Western Province","1.5931","IS & MF","Diploma","Yes","more than 3 years","Yes","B","Yes","No","Good","Weak","Average","Average","No","No","None","Very weak","A","B","Yes","C","Yes","Very good","Very good","Very good","Very good","Good",""
"2022/12/10 3:13:30 PM GMT+5:30","Female","Sabaragamuwa Province","1.4452","IS & MF","A/Levels","Yes","more than 3 years","No","","No","Yes","Good","Very Weak","Weak","Weak","No","No","None","Very weak","B","B","No","","Yes","Average","Very good","Satisfactory","Satisfactory","Average","Conduct some basic computer and programming courses "
"2022/12/10 5:44:19 PM GMT+5:30","Female","Western Province","1.3525","IS & MF","A/Levels","Yes","more than 3 years","Yes","A","No","Yes","Very good","Good","Average","Good","No","No","None","Weak","A","A","No","","Yes","Good","Very good","Very good","Very good","Good",""
"2022/12/10 5:52:14 PM GMT+5:30","Female","Western Province","1.3248","IS & MF","Degree","Yes","more than 3 years","No","","No","Yes","Very good","Average","Average","Average","No","Yes","None","Weak","A","B","No","","No","Average","Satisfactory","Satisfactory","Satisfactory","Average","to have a computer course "
"2022/12/10 5:55:51 PM GMT+5:30","Female","Western Province","1.5841","IS & MF","A/Levels","Yes","1-3 years","Yes","A","No","Yes","Good","Average","Average","Average","Yes","Yes","Python","Average","A","A","Yes","A","No","Average","Very good","Very good","Very good","Good",""
"2022/12/10 6:01:05 PM GMT+5:30","Female","Western Province","1.3215","P4","A/Levels","Yes","more than 3 years","Yes","A","No","Yes","Good","Good","Good","Good","No","Yes","None","Weak","B","B","No","","Yes","Good","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/10 6:06:08 PM GMT+5:30","Female","Western Province","1.4426","P6","Degree","Yes","more than 3 years","Yes","B","No","Yes","Good","Average","Good","Good","Yes","Yes","Python","Average","B","B","No","","No","Average","Satisfactory","Satisfactory","Satisfactory","Average","improve English course conduct by university"
"2022/12/10 6:08:51 PM GMT+5:30","Female","Western Province","1.8821","P6","Degree","Yes","more than 3 years","Yes","A","No","Yes","Good","Good","Good","Good","Yes","Yes","Python","Average","A","A","Yes","A","No","Good","Very good","Very good","Very good","Good",""
"2022/12/10 6:11:55 PM GMT+5:30","Female","Western Province","1.6542","Bio","A/Levels","Yes","1-3 years","No","","No","No","Average","Weak","Weak","Average","No","No","None","Very weak","A","A","No","","No","Average","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/10 6:16:38 PM GMT+5:30","Female","Western Province","1.5521","Bio","A/Levels","Yes","Less than one year","No","","No","No","Weak","Weak","Weak","Weak","No","No","None","Very weak","A","A","Yes","A","No","Average","Very good","Very good","Very good","Good",""
"2022/12/10 8:37:05 PM GMT+5:30","Female","Western Province","1.63","IS & MF","Higher","Yes","more than 3 years","No","","Yes","Yes","Good","Average","Average","Average","Yes","Yes","Python","Average","A","B","No","","Yes","Average","Satisfactory","Satisfactory","Satisfactory","Good",""
"2022/12/10 8:42:35 PM GMT+5:30","Female","Western Province","1.51","Bio","Degree","Yes","1-3 years","No","","Yes","No","Good","Average","Average","Average","No","No","None","Average","A","A","Yes","B","Yes","Good","Very good","Satisfactory","Very good","Good",""
"2022/12/10 8:46:12 PM GMT+5:30","Female","Western Province","1.59","P1","A/Levels","Yes","Less than one year","Yes","A","Yes","Yes","Good","Average","Average","Good","Yes","Yes","Python;JavaScript","Good","A","B","Yes","B","Yes","Good","Very good","Very good","Very good","Good",""
"2022/12/10 8:50:18 PM GMT+5:30","Male","Western Province","1.97","MB","Diploma","Yes","Less than one year","Yes","A","Yes","Yes","Good","Good","Good","Good","Yes","Yes","Python;JavaScript","Good","A","A","No","","Yes","Good","Satisfactory","Satisfactory","Satisfactory","Good",""
"2022/12/10 8:52:38 PM GMT+5:30","Male","Southern Province","1.87","P2","O/Levels or Below","Yes","Less than one year","Yes","A","Yes","Yes","Good","Good","Good","Good","Yes","Yes","Python;Java;JavaScript","Good","A","A","Yes","A","No","Good","Satisfactory","Satisfactory","Satisfactory","Good",""
"2022/12/10 9:34:39 PM GMT+5:30","Female","Western Province","1.3628","P6","Diploma","Yes","1-3 years","No","","Yes","Yes","Average","Weak","Average","Average","No","Yes","None","Weak","B","B","No","","Yes","Average","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/10 9:38:34 PM GMT+5:30","Female","Western Province","1.4523","Bio","A/Levels","Yes","more than 3 years","Yes","A","No","Yes","Good","Average","Average","Average","No","Yes","Python;JavaScript","Average","A","A","Yes","B","No","Good","Very good","Very good","Very good","Good",""
"2022/12/10 9:42:55 PM GMT+5:30","Female","Western Province","1.3125","P2","A/Levels","Yes","1-3 years","Yes","C","Yes","Yes","Average","Average","Average","Average","No","Yes","JavaScript;None","Very weak","B","B","No","","Yes","Average","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/10 9:47:51 PM GMT+5:30","Female","Northern Province","1.3845","P2","A/Levels","Yes","Less than one year","No","","No","Yes","Average","Weak","Weak","Average","No","Yes","JavaScript","Weak","A","A","No","","Yes","Good","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/10 9:51:05 PM GMT+5:30","Female","Southern Province","1.5126","Bio","A/Levels","Yes","more than 3 years","Yes","A","Yes","Yes","Good","Average","Average","Average","No","Yes","None","Very weak","A","B","No","","No","Good","Satisfactory","Satisfactory","Satisfactory","Average","conduct programming courses"
"2022/12/10 9:53:13 PM GMT+5:30","Male","Western Province","1.3385","IS & MF","Degree","Yes","more than 3 years","Yes","A","No","Yes","Good","Good","Good","Good","Yes","Yes","Python;JavaScript","Average","B","B","No","","No","Good","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/10 9:55:30 PM GMT+5:30","Male","Western Province","1.3887","IS & MF","A/Levels","Yes","more than 3 years","Yes","B","Yes","Yes","Good","Average","Average","Average","Yes","Yes","JavaScript","Average","A","A","No","","No","Good","Very good","Very good","Very good","Good",""
"2022/12/10 9:58:27 PM GMT+5:30","Male","Southern Province","1.3263","P4","A/Levels","Yes","1-3 years","Yes","A","Yes","Yes","Good","Average","Average","Average","No","Yes","Python;JavaScript","Average","C","C","No","","Yes","Good","Fair","Fair","Fair","Weak",""
"2022/12/10 10:01:14 PM GMT+5:30","Male","Southern Province","1.7652","P3","Degree","Yes","more than 3 years","Yes","A","No","Yes","Good","Good","Good","Good","Yes","Yes","Python;Java;C++","Good","A","A","Yes","A","No","Good","Very good","Very good","Very good","Good",""
"2022/12/10 10:07:43 PM GMT+5:30","Male","Sabaragamuwa Province","1.3245","P6","A/Levels","Yes","more than 3 years","Yes","A","Yes","Yes","Good","Average","Weak","Average","Yes","Yes","Python;Java","Average","B","C","No","","Yes","Good","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/10 10:10:19 PM GMT+5:30","Male","Southern Province","1.3987","Bio","A/Levels","Yes","more than 3 years","Yes","A","No","Yes","Average","Weak","Weak","Average","Yes","Yes","Python","Average","A","A","Yes","B","No","Good","Very good","Very good","Very good","Good",""
"2022/12/10 10:12:21 PM GMT+5:30","Male","Uva Province","1.6542","MB","Higher","Yes","more than 3 years","Yes","A","No","Yes","Good","Average","Average","Good","Yes","Yes","Python;C++","Average","A","A","No","","No","Good","Very good","Very good","Very good","Good",""
"2022/12/10 10:15:11 PM GMT+5:30","Male","Southern Province","1.3625","Bio","A/Levels","Yes","more than 3 years","No","","Yes","Yes","Good","Weak","Average","Average","No","Yes","JavaScript;C++","Average","A","B","No","","Yes","Very good","Very good","Satisfactory","Satisfactory","Average",""
"2022/12/11 12:32:58 PM GMT+5:30","Female","Western Province","1.45","P2","Diploma","Yes","Less than one year","No","","Yes","No","Good","Average","Weak","Average","No","No","None","Very weak","B","B","No","","Yes","Average","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/11 12:45:51 PM GMT+5:30","Female","Central Province","1.57","IS & MF","Degree","No","Less than one year","No","","No","No","Good","Average","Average","Weak","No","No","None","Very weak","A","A","No","","No","Good","Satisfactory","Satisfactory","Very good","Good",""
"2022/12/11 12:48:04 PM GMT+5:30","Female","Uva Province","1.36","P5","A/Levels","Yes","more than 3 years","No","","Yes","Yes","Good","Average","Average","Average","No","No","None","Weak","B","C","No","","Yes","Good","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/11 12:49:58 PM GMT+5:30","Male","Sabaragamuwa Province","1.57","P4","Higher","Yes","more than 3 years","No","","Yes","Yes","Very good","Good","Good","Good","No","Yes","Python","Average","A","B","No","","Yes","Average","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/11 12:55:27 PM GMT+5:30","Male","Central Province","1.46","P2","A/Levels","No","more than 3 years","Yes","B","Yes","Yes","Good","Average","Average","Average","No","Yes","Python;JavaScript","Average","B","B","No","","Yes","Average","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/11 7:02:41 PM GMT+5:30","Male","North-Western Province","1.3909","P3","Diploma","Yes","more than 3 years","No","","Yes","Yes","Good","Average","Good","Average","Yes","Yes","Python","Weak","A","B","Yes","C","No","Average","Very good","Satisfactory","Satisfactory","Average",""
"2022/12/11 7:02:48 PM GMT+5:30","Male","North-Western Province","1.6815","P6","O/Levels or Below","Yes","more than 3 years","Yes","A","No","Yes","Very good","Average","Very good","Good","No","No","None","Weak","A","A","Yes","C","No","Good","Excellent","Excellent","Excellent","Good",""
"2022/12/11 7:05:59 PM GMT+5:30","Female","Western Province","1.6791","P1","Degree","Yes","more than 3 years","Yes","A","Yes","No","Average","Average","Average","Average","Yes","Yes","Python","Weak","A","A","No","","Yes","Average","Satisfactory","Satisfactory","Very good","Average","Provide with more opportunities of presentations"
"2022/12/11 7:08:35 PM GMT+5:30","Male","Western Province","1.5","P3","Higher","Yes","more than 3 years","Yes","A","Yes","Yes","Very good","Very good","Very good","Very good","Yes","Yes","Python;JavaScript;C++ / C / Embedded C","Very good","A","A","No","","No","Very good","Excellent","Excellent","Excellent","Very good","No"
"2022/12/11 7:46:12 PM GMT+5:30","Female","Southern Province","0.7019","IS & MF","O/Levels or Below","Yes","Less than one year","Yes","A","Yes","Yes","Very good","Average","Average","Good","Yes","Yes","Python;Java","Weak","C","S","No","","Yes","Weak","Fair","Poor","Fair","Average","We need a way to increase our knowledge about this"
"2022/12/11 9:42:58 PM GMT+5:30","Female","Western Province","1.4956","IS & MF","Diploma","Yes","1-3 years","No","","Yes","Yes","Average","Average","Average","Average","Yes","Yes","Python","Good","C","S","No","","Yes","Weak","Satisfactory","Fair","Satisfactory","Average","Please develope the english knowledge give the student clear path"
"2022/12/11 10:13:41 PM GMT+5:30","Female","Western Province","1.97","Bio","Degree","Yes","more than 3 years","No","","Yes","No","Good","Average","Average","Weak","No","No","None","Very weak","A","B","Yes","C","Yes","Good","Satisfactory","Satisfactory","Very good","Average",""
"2022/12/11 10:15:42 PM GMT+5:30","Male","North-Central province","1.43","P3","O/Levels or Below","Yes","more than 3 years","Yes","B","Yes","No","Very good","Good","Good","Good","Yes","Yes","Python;JavaScript","Average","B","B","No","","Yes","Good","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/11 10:17:34 PM GMT+5:30","Female","Southern Province","1.67","P4","O/Levels or Below","No","Less than one year","No","","Yes","No","Good","Weak","Weak","Average","No","Yes","Python","Average","A","A","No","","Yes","Good","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/11 10:20:15 PM GMT+5:30","Female","Western Province","1.54","IS & MF","A/Levels","Yes","1-3 years","No","","Yes","No","Good","Good","Good","Average","No","No","None","Average","B","C","No","","Yes","Good","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/11 10:22:07 PM GMT+5:30","Male","Western Province","1.65","MB","A/Levels","Yes","more than 3 years","No","","Yes","No","Good","Average","Average","Average","No","No","None","Weak","A","B","No","","Yes","Average","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/12 11:20:30 AM GMT+5:30","Female","Western Province","1.97","P4","O/Levels or Below","No","Less than one year","No","","Yes","No","Average","Average","Average","Weak","No","No","None","Very weak","A","B","No","","Yes","Average","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/12 11:22:14 AM GMT+5:30","Male","Sabaragamuwa Province","1.65","IS & MF","Diploma","Yes","more than 3 years","Yes","B","Yes","Yes","Good","Good","Good","Average","Yes","Yes","Python","Average","A","C","No","","Yes","Average","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/12 11:24:16 AM GMT+5:30","Male","Western Province","1.96","IS & MF","Higher","Yes","1-3 years","Yes","A","Yes","No","Average","Average","Average","Average","No","Yes","Python","Weak","A","A","No","","Yes","Average","Satisfactory","Very good","Very good","Good",""
"2022/12/12 11:26:39 AM GMT+5:30","Female","North-Central province","1.56","P3","Degree","No","Less than one year","Yes","B","Yes","No","Average","Weak","Weak","Average","No","No","None","Average","B","B","No","","Yes","Average","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/12 11:28:23 AM GMT+5:30","Male","Southern Province","1.87","Bio","Diploma","Yes","1-3 years","No","","No","No","Good","Average","Average","Weak","No","No","None","Very weak","A","B","Yes","C","Yes","Average","Satisfactory","Satisfactory","Very good","Average",""
"2022/12/13 7:55:07 AM GMT+5:30","Female","North-Western Province","1.414","IS & MF","Degree","Yes","more than 3 years","No","","No","No","Good","Good","Average","Good","No","No","Python;Java;JavaScript","Weak","A","C","Yes","B","No","Weak","Very good","Very good","Very good","Good",""
"2022/12/13 7:56:50 AM GMT+5:30","Female","Western Province","1.567","Bio","Degree","Yes","more than 3 years","No","","Yes","No","Very good","Very good","Very good","Very good","Yes","No","Python;Java;JavaScript","Good","A","B","Yes","B","Yes","Average","Very good","Satisfactory","Satisfactory","Average",""
"2022/12/13 7:58:28 AM GMT+5:30","Male","Western Province","1.538","MB","Higher","Yes","more than 3 years","Yes","B","Yes","No","Very good","Very good","Very good","Very good","Yes","No","Java;JavaScript","Average","A","B","No","","Yes","Average","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/13 8:00:08 AM GMT+5:30","Female","Southern Province","1.613","P1","Higher","Yes","1-3 years","Yes","B","No","No","Good","Good","Average","Average","No","No","None","Very weak","A","A","Yes","B","Yes","Average","Excellent","Excellent","Excellent","Very good",""
"2022/12/13 8:01:56 AM GMT+5:30","Male","Western Province","1.67","P2","Higher","Yes","more than 3 years","Yes","A","No","Yes","Good","Good","Good","Good","No","No","None","Very weak","A","B","No","","Yes","Good","Very good","Very good","Very good","Good",""
"2022/12/13 8:04:24 AM GMT+5:30","Male","Western Province","1.571","P3","Degree","Yes","more than 3 years","Yes","B","Yes","Yes","Good","Good","Good","Good","Yes","No","Python","Average","B","B","Yes","C","Yes","Good","Very good","Very good","Very good","Good",""
"2022/12/13 8:06:03 AM GMT+5:30","Female","North-Central province","1.34","P4","Diploma","Yes","Less than one year","No","","No","No","Average","Weak","Weak","Weak","No","No","None","Very weak","A","C","Yes","S","No","Good","Satisfactory","Fair","Satisfactory","Average",""
"2022/12/13 8:07:50 AM GMT+5:30","Female","Sabaragamuwa Province","1.493","P5","Diploma","Yes","1-3 years","Yes","B","No","Yes","Good","Good","Good","Good","Yes","Yes","Python;Java","Good","B","S","No","","Yes","Good","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/13 8:09:26 AM GMT+5:30","Female","Western Province","1.625","P6","Higher","Yes","more than 3 years","No","","Yes","No","Good","Good","Good","Good","Yes","No","Java","Good","A","B","No","","No","Good","Very good","Very good","Satisfactory","Average",""
"2022/12/13 4:59:21 PM GMT+5:30","Male","Eastern Province","1.32","P2","O/Levels or Below","Yes","Less than one year","No","","No","Yes","Average","Very Weak","Weak","Weak","No","No","None","Very weak","C","S","No","","No","Weak","Poor","Fair","Poor","Weak",""
"2022/12/13 5:03:58 PM GMT+5:30","Male","Western Province","1.47","IS & MF","A/Levels","Yes","more than 3 years","No","","Yes","Yes","Good","Average","Average","Average","No","No","None","Very weak","B","C","No","","Yes","Average","Fair","Satisfactory","Satisfactory","Average",""
"2022/12/13 5:39:37 PM GMT+5:30","Female","Western Province","1.8736","Bio","A/Levels","Yes","more than 3 years","No","","No","Yes","Average","Average","Average","Average","No","Yes","None","Average","B","B","No","","Yes","Very good","Satisfactory","Very good","Very good","Good",""
"2022/12/13 6:00:39 PM GMT+5:30","Female","Western Province","1.853","MB","Degree","Yes","more than 3 years","Yes","A","Yes","Yes","Good","Average","Average","Good","Yes","Yes","Java","Good","A","A","Yes","B","Yes","Very good","Very good","Very good","Very good","Very good",""
"2022/12/13 6:04:10 PM GMT+5:30","Male","Southern Province","1.6732","Bio","Diploma","Yes","1-3 years","Yes","B","Yes","Yes","Good","Average","Average","Average","Yes","Yes","Python","Average","B","C","No","","Yes","Very good","Satisfactory","Very good","Very good","Average",""
"2022/12/13 6:06:52 PM GMT+5:30","Male","Sabaragamuwa Province","1.4523","P2","O/Levels or Below","Yes","Less than one year","No","","No","Yes","Average","Weak","Weak","Weak","No","Yes","None","Weak","B","C","No","","Yes","Good","Fair","Satisfactory","Satisfactory","Average",""
"2022/12/13 6:09:37 PM GMT+5:30","Female","Northern Province","1.6320","IS & MF","A/Levels","Yes","Less than one year","No","","Yes","Yes","Average","Average","Average","Average","No","Yes","None","Weak","C","C","No","","Yes","Very good","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/14 10:10:56 AM GMT+5:30","Female","Uva Province","1.42","P1","A/Levels","Yes","more than 3 years","No","","No","Yes","Very good","Average","Good","Good","No","Yes","Python;R","Average","C","C","No","","Yes","Average","Excellent","Very good","Very good","Good",""
"2022/12/14 10:14:05 AM GMT+5:30","Male","Northern Province","1.367","P1","A/Levels","Yes","1-3 years","Yes","B","No","Yes","Very good","Weak","Good","Good","No","No","None","Weak","B","S","No","","Yes","Average","Very good","Very good","Satisfactory","Good",""
"2022/12/14 10:16:37 AM GMT+5:30","Male","North-Central province","1.53","P4","Diploma","Yes","more than 3 years","No","","Yes","Yes","Good","Weak","Average","Good","No","Yes","Python","Average","B","C","No","","Yes","Average","Very good","Satisfactory","Very good","Good",""
"2022/12/14 10:19:33 AM GMT+5:30","Female","North-Western Province","1.48","P1","A/Levels","Yes","more than 3 years","Yes","A","No","Yes","Good","Weak","Good","Average","No","Yes","Python;JavaScript","Average","B","S","No","","Yes","Average","Very good","Very good","Very good","Average",""
"2022/12/14 10:22:30 AM GMT+5:30","Male","Eastern Province","1.296","P3","A/Levels","Yes","Less than one year","No","","Yes","Yes","Good","Good","Average","Average","Yes","Yes","Java","Average","A","S","No","","Yes","Average","Very good","Very good","Satisfactory","Good",""
"2022/12/14 10:25:33 AM GMT+5:30","Male","Northern Province","1.47","P6","Degree","Yes","1-3 years","No","","No","Yes","Good","Good","Average","Good","No","Yes","Python","Average","C","C","No","","Yes","Average","Very good","Very good","Very good","Good",""
"2022/12/14 10:28:32 AM GMT+5:30","Male","North-Central province","1.4910","P1","A/Levels","Yes","Less than one year","No","","No","Yes","Good","Average","Average","Good","No","Yes","Python","Good","B","S","No","","Yes","Average","Very good","Very good","Very good","Average",""
"2022/12/14 10:30:14 AM GMT+5:30","Male","Northern Province","1.457","P4","A/Levels","Yes","more than 3 years","No","","No","Yes","Good","Average","Average","Good","No","Yes","Python;JavaScript","Average","A","C","No","","Yes","Good","Satisfactory","Very good","Very good","Good",""
"2022/12/14 10:33:08 AM GMT+5:30","Male","North-Central province","1.467","P3","Diploma","Yes","1-3 years","Yes","B","No","Yes","Good","Good","Good","Good","No","Yes","Python","Average","B","S","No","","Yes","Average","Very good","Satisfactory","Very good","Good",""
"2022/12/14 11:40:23 AM GMT+5:30","Female","North-Central province","1.55","P2","A/Levels","Yes","Less than one year","Yes","C","No","Yes","Good","Average","Average","Average","No","Yes","Python","Average","B","C","No","","Yes","Good","Very good","Very good","Satisfactory","Good",""
"2022/12/14 11:41:56 AM GMT+5:30","Female","Eastern Province","1.54","P1","A/Levels","Yes","1-3 years","No","","No","Yes","Good","Average","Good","Average","No","Yes","Python","Average","A","C","No","","Yes","Good","Satisfactory","Satisfactory","Satisfactory","Average",""
"2022/12/14 11:44:52 AM GMT+5:30","Female","Eastern Province","1.394","P4","A/Levels","Yes","more than 3 years","No","","Yes","Yes","Very good","Good","Good","Good","No","Yes","Python;JavaScript;PHP","Good","B","S","No","","Yes","Average","Very good","Satisfactory","Satisfactory","Average",""
